Timestamp,Temperature,Pressure,Altitude
2023-04-05 16:02:42.434361,21.8,104207,-237.71165302751635
2023-04-05 16:02:45.479702,21.8,70560,-237.22335261550873
2023-04-05 16:02:48.524185,21.8,104210,-237.8744147729086
2023-04-05 16:02:51.569092,21.8,103765,-9.486707696961865
2023-04-05 16:02:54.612711,21.8,104213,-237.95579469717435
2023-04-05 16:02:57.654619,21.8,104209,2674.947532434923
2023-04-05 16:03:00.699424,21.8,104213,-237.38612194890501
2023-04-05 16:03:03.744141,21.8,104207,-237.38612194890501
2023-04-05 16:03:06.788522,-98.5,104207,-237.8744147729086
2023-04-05 16:03:09.833200,21.8,104203,-237.95579469717435
2023-04-05 16:03:12.878187,21.8,104198,-237.8744147729086
